N_unmapped	22071313	22071313	22071313
N_multimapping	0	0	0
N_noFeature	356217	4188744	392874
N_ambiguous	249778	4518	145950
FBgn0031081	0	0	0
FBgn0052826	0	0	0
FBgn0031085	0	0	0
FBgn0062565	44	0	44
FBgn0031088	0	0	0
FBgn0041626	0	0	0
FBgn0040784	1	0	1
FBgn0031086	11	0	11
FBgn0031082	2	2	0
FBgn0031080	0	0	0
FBgn0052821	0	0	0
FBgn0053217	91	1	90
FBgn0052350	144	7	214
FBgn0024733	11328	33	11296
FBgn0040372	371	3	368
FBgn0000316	254	2	263
FBgn0024989	27	14	13
FBgn0040371	10	0	10
FBgn0029521	22	3	22
FBgn0004034	9	8	1
FBgn0000022	6	6	0
FBgn0004170	11	11	0
FBgn0002561	2	2	0
FBgn0000137	0	0	0
FBgn0029522	0	20	38
FBgn0052817	1	4	4
FBgn0029524	5	1	5
FBgn0023536	45	0	57
FBgn0023534	0	0	0
FBgn0023535	11	4	29
FBgn0023537	603	2	602
FBgn0029525	268	1	268
FBgn0029523	12	45	30
FBgn0010019	62	0	62
FBgn0011822	3	3	0
FBgn0052816	23	4	20
FBgn0040370	62	53	11
FBgn0040373	66	0	66
FBgn0000108	10	8	2
FBgn0025640	90	14	92
FBgn0025635	65	2	63
FBgn0001341	297	20	280
FBgn0003575	213	0	213
FBgn0025634	98	0	98
FBgn0025638	251	9	261
FBgn0040383	19	0	20
FBgn0040382	199	4	195
FBgn0027343	2	0	2
FBgn0025621	213	3	211
FBgn0029535	0	0	0
FBgn0026874	5	0	5
FBgn0025616	0	0	0
FBgn0015799	438	1	438
FBgn0025620	1	0	1
FBgn0015288	2479	4	2475
FBgn0029532	2	2	0
FBgn0029531	1	4	1
FBgn0025639	251	13	257
FBgn0002579	3127	2	3125
FBgn0026879	92	6	103
FBgn0029529	29	1	33
FBgn0025633	426	1	425
FBgn0040892	2	2	0
FBgn0040341	2	3	0
FBgn0029539	1	1	0
FBgn0040339	55	0	59
FBgn0052815	10	30	12
FBgn0040340	831	0	832
FBgn0040347	30	4	50
FBgn0042146	0	0	0
FBgn0029552	0	0	0
FBgn0040337	58	0	58
FBgn0040398	171	0	171
FBgn0040365	0	0	0
FBgn0040397	20	19	5
FBgn0026143	94	1	93
FBgn0040351	1	0	2
FBgn0040338	1	0	1
FBgn0040350	2	2	0
FBgn0040349	1	1	0
FBgn0040348	36	35	25
FBgn0040346	101	2	127
FBgn0040342	3	6	1
FBgn0040345	12	16	0
FBgn0040343	0	0	0
FBgn0052814	1	0	1
FBgn0040364	7	1	6
FBgn0040362	1	1	0
FBgn0040361	4	4	0
FBgn0040360	1	1	0
FBgn0040359	1	1	0
FBgn0040358	5	5	0
FBgn0029568	4	4	0
FBgn0040357	1	1	0
FBgn0040367	9	9	0
FBgn0025642	40	0	40
FBgn0004650	2	1	1
FBgn0024362	174	1	173
FBgn0024361	3	3	0
FBgn0024364	136	2	136
FBgn0029573	1	1	0
FBgn0024987	389	0	389
FBgn0023169	454	3	454
FBgn0052813	38	0	38
FBgn0024985	292	0	293
FBgn0027794	150	0	150
FBgn0027795	15	1	14
FBgn0024986	181	4	180
FBgn0000826	16	2	16
FBgn0024365	508	1	507
FBgn0024360	90	0	90
FBgn0024366	2	0	2
FBgn0025641	7	4	3
FBgn0052811	0	0	0
FBgn0028550	151	96	56
FBgn0026876	214	3	211
FBgn0040366	39	1	38
FBgn0040363	1	0	1
FBgn0040368	0	0	0
FBgn0026872	97	1	99
FBgn0029580	9	6	7
FBgn0025383	46	1	46
FBgn0025381	911	14	897
FBgn0025394	220	56	212
FBgn0000482	169	29	154
FBgn0001189	150	6	163
FBgn0029587	3	27	0
FBgn0024897	2	1	1
FBgn0025391	0	0	0
FBgn0025378	0	0	0
FBgn0023130	64	0	79
FBgn0023530	53	3	53
FBgn0025390	17	1	21
FBgn0025393	0	1	47
FBgn0003517	9989	7	9983
FBgn0044508	0	0	0
FBgn0025382	31	0	31
FBgn0052808	13	13	6
FBgn0027791	121	4	118
FBgn0027793	8	0	8
FBgn0052806	3	0	3
FBgn0026873	72	0	74
FBgn0023513	143	4	153
FBgn0014411	218	3	231
FBgn0023514	162	14	170
FBgn0029594	54	16	58
FBgn0023519	87	2	89
FBgn0023509	217	24	222
FBgn0023510	370	1	370
FBgn0023508	192	0	192
FBgn0023522	176	2	180
FBgn0023521	19	0	19
FBgn0025627	58	48	11
FBgn0025630	68	22	106
FBgn0025629	170	30	170
FBgn0025628	829	67	865
FBgn0029596	2	29	4
FBgn0025626	359	5	354
FBgn0025625	22	23	6
FBgn0025631	300	12	288
FBgn0026878	10	7	3
FBgn0000667	247	0	249
FBgn0003964	241	2	239
FBgn0023545	137	0	142
FBgn0023520	38	9	35
FBgn0023512	246	9	262
FBgn0023511	480	8	487
FBgn0052801	0	8	17
FBgn0023518	346	6	360
FBgn0026088	78	8	92
FBgn0026089	75	16	75
FBgn0023517	148	2	149
FBgn0023516	97	13	97
FBgn0023515	85	1	84
FBgn0028969	924	1	923
FBgn0026090	65	0	65
FBgn0029590	1	0	1
FBgn0025624	176	26	205
FBgn0040395	1273	2	1271
FBgn0000382	501	8	495
FBgn0023507	111	1	110
FBgn0004654	427	7	444
FBgn0023540	25	0	25
FBgn0025839	91	1	91
FBgn0011576	0	18	9
FBgn0015036	1	28	2
FBgn0003116	43	15	46
FBgn0040899	35	0	35
FBgn0040900	0	0	0
FBgn0024984	8	0	8
FBgn0023549	133	0	167
FBgn0029606	0	0	0
FBgn0003048	810	0	812
FBgn0000810	87	3	84
FBgn0023523	7	0	7
FBgn0023527	185	24	207
FBgn0040391	35	35	0
FBgn0053218	32	32	0
FBgn0003079	329	4	326
FBgn0003159	38	3	35
FBgn0040389	91	3	89
FBgn0044047	965	8	957
FBgn0040392	32	0	32
FBgn0023526	159	0	159
FBgn0023529	1379	2	1377
FBgn0023528	194	23	220
FBgn0027296	46	0	46
FBgn0023524	1	0	1
FBgn0023525	8	0	8
FBgn0000377	164	0	164
FBgn0001330	120	2	120
FBgn0004397	1037	0	1037
FBgn0023550	9	8	1
FBgn0029603	0	0	0
FBgn0023542	234	6	246
FBgn0023541	0	20	8
FBgn0005670	0	0	0
FBgn0004655	258	2	256
FBgn0013432	58	18	64
FBgn0004861	144	8	136
FBgn0004860	171	5	168
FBgn0040394	335	36	354
FBgn0040376	2	5	0
FBgn0040066	412	3	409
FBgn0001404	1118	18	1107
FBgn0040336	128	10	133
FBgn0040333	65	17	63
FBgn0040334	521	2	519
FBgn0029629	1312	3	1309
FBgn0011566	65	87	59
FBgn0011606	1339	34	1314
FBgn0040375	59	6	56
FBgn0040377	1	0	1
FBgn0040388	400	0	403
FBgn0003714	108	0	108
FBgn0001150	5	0	5
FBgn0052797	0	0	0
FBgn0040385	0	0	0
FBgn0003371	925	4	921
FBgn0003068	2	1	1
FBgn0024993	47	0	47
FBgn0024996	177	1	180
FBgn0024997	39	4	35
FBgn0024991	85	0	87
FBgn0000928	101	1	101
FBgn0000927	0	0	0
FBgn0000520	49	1	48
FBgn0024975	25	4	32
FBgn0040356	0	0	0
FBgn0003996	1	0	1
FBgn0040384	37	2	35
FBgn0024980	52	1	52
FBgn0000376	87	8	90
FBgn0024973	143	6	139
FBgn0024998	94	1	93
FBgn0024995	3	6	1
FBgn0024994	393	1	392
FBgn0024992	297	0	297
FBgn0000092	4	0	4
FBgn0025838	0	0	0
FBgn0011276	1	1	0
FBgn0004647	439	0	441
FBgn0040396	109	0	109
FBgn0000479	731	10	723
FBgn0002933	0	0	0
FBgn0003374	1	1	0
FBgn0029660	49	0	51
FBgn0029662	88	46	42
FBgn0029661	30	32	0
FBgn0029659	36	36	0
FBgn0029658	3	1	2
FBgn0052493	0	0	0
FBgn0029657	16	317	1
FBgn0029656	6	6	0
FBgn0003086	0	0	0
FBgn0010296	0	0	0
FBgn0010295	0	0	0
FBgn0010294	0	0	0
FBgn0040393	0	0	0
FBgn0000644	0	0	0
FBgn0028746	17	2	17
FBgn0040355	1	0	1
FBgn0052793	0	0	0
FBgn0029642	0	0	0
FBgn0025645	0	0	0
FBgn0029643	0	0	0
FBgn0029644	0	0	0
FBgn0029645	0	0	0
FBgn0029646	0	0	0
FBgn0029647	0	0	0
FBgn0029648	19	0	19
FBgn0028369	535	5	531
FBgn0029649	0	0	0
FBgn0003285	2	0	2
FBgn0025644	0	0	0
FBgn0029639	1	0	1
FBgn0040354	0	0	0
FBgn0040353	0	0	0
FBgn0040352	0	0	0
FBgn0029664	205	2	208
FBgn0029666	205	1	205
FBgn0029669	6	0	7
FBgn0052792	9	39	0
FBgn0044046	0	1	0
FBgn0023215	248	4	244
FBgn0015286	406	3	403
FBgn0023216	84	0	85
FBgn0029672	100	0	125
FBgn0052791	122	44	79
FBgn0029667	17	17	1
FBgn0029665	74	20	59
FBgn0029663	77	77	0
FBgn0052785	0	0	0
FBgn0025118	0	0	0
FBgn0028491	26	41	15
FBgn0029681	2	0	2
FBgn0029686	71	1	70
FBgn0052786	0	0	0
FBgn0052783	1	1	0
FBgn0029687	1255	5	1251
FBgn0029690	0	0	0
FBgn0029689	112	0	112
FBgn0029688	1057	0	1058
FBgn0029685	324	0	324
FBgn0019661	9	1	9
FBgn0029694	2	2	1
FBgn0000221	44	0	44
FBgn0026084	434	3	431
FBgn0026085	41	11	49
FBgn0026083	920	5	966
FBgn0066114	231	1	230
FBgn0029697	0	0	0
FBgn0029701	0	0	0
FBgn0029702	3	3	0
FBgn0029706	233	0	289
FBgn0029707	0	0	0
FBgn0029705	12	11	1
FBgn0040907	46	0	47
FBgn0002707	57	0	57
FBgn0040906	1	0	1
FBgn0029703	0	0	0
FBgn0040905	0	0	0
FBgn0040904	3	0	3
FBgn0029700	1	0	1
FBgn0052774	0	0	0
FBgn0041252	0	0	0
FBgn0029696	0	0	0
FBgn0000635	171	1	170
FBgn0026080	51	59	59
FBgn0026079	260	4	259
FBgn0004832	33	0	34
FBgn0029693	198	0	198
FBgn0000179	1	0	1
FBgn0029708	6	6	0
FBgn0029709	615	2	613
FBgn0029710	1	0	1
FBgn0029712	8	10	8
FBgn0029714	74	1	73
FBgn0029716	0	0	0
FBgn0022768	269	0	269
FBgn0029715	393	2	391
FBgn0029713	146	0	156
FBgn0029711	58	0	58
FBgn0003210	419	1	418
FBgn0052773	2	0	2
FBgn0011760	1260	14	1246
FBgn0028325	484	0	484
FBgn0029722	0	0	0
FBgn0029727	0	0	0
FBgn0029729	0	0	0
FBgn0029730	0	0	0
FBgn0029733	1	1	0
FBgn0052772	178	4	174
FBgn0029737	255	0	255
FBgn0004368	422	0	422
FBgn0029740	10	10	0
FBgn0061196	0	0	0
FBgn0029728	0	0	0
FBgn0029726	0	0	0
FBgn0029725	0	0	0
FBgn0025679	0	0	0
FBgn0029724	0	0	0
FBgn0029745	0	0	0
FBgn0029746	0	0	0
FBgn0003449	174	0	174
FBgn0011761	0	0	0
FBgn0029753	0	1	0
FBgn0029755	71	12	73
FBgn0014024	216	4	226
FBgn0029754	0	0	1
FBgn0029752	0	0	0
FBgn0029751	1	0	1
FBgn0029750	3	0	3
FBgn0029747	0	0	0
FBgn0052767	325	1	324
FBgn0026751	193	1	192
FBgn0010014	2	0	2
FBgn0029761	0	0	0
FBgn0029763	447	1	446
FBgn0029765	1	1	0
FBgn0029766	690	3	687
FBgn0029768	0	0	1
FBgn0029770	0	0	0
FBgn0029771	139	1	182
FBgn0026702	81	0	81
FBgn0004687	1644	1	1643
FBgn0029778	77	0	77
FBgn0052762	0	0	0
FBgn0029769	0	1	0
FBgn0029762	0	0	0
FBgn0029756	45	17	38
FBgn0028474	313	5	309
FBgn0029785	5521	1	5520
FBgn0003747	1	1	6
FBgn0000394	91	25	209
FBgn0029791	3	2	3
FBgn0029795	22	17	5
FBgn0029798	90	0	90
FBgn0029799	7	18	0
FBgn0029801	214	1	277
FBgn0029809	1	0	1
FBgn0029810	0	0	0
FBgn0029811	0	0	0
FBgn0029812	0	0	0
FBgn0029814	1	1	0
FBgn0052761	0	0	0
FBgn0029816	0	0	0
FBgn0029817	2	2	0
FBgn0029820	50	1	65
FBgn0029821	6	0	6
FBgn0029822	124	13	126
FBgn0029823	658	34	766
FBgn0029819	193	0	193
FBgn0014340	399	4	395
FBgn0029818	622	0	622
FBgn0029813	16	0	17
FBgn0029807	2	2	0
FBgn0029804	7	6	1
FBgn0013987	668	0	668
FBgn0029800	35	0	46
FBgn0261383	220	0	220
FBgn0052758	339	1	338
FBgn0053080	6	0	8
FBgn0027564	127	8	151
FBgn0029789	99	0	99
FBgn0046687	260	4	256
FBgn0015794	93	0	94
FBgn0029783	4	0	21
FBgn0029824	91	4	87
FBgn0029825	97	0	97
FBgn0052756	56	2	54
FBgn0029826	12	0	12
FBgn0052755	1	0	1
FBgn0029827	1	0	1
FBgn0029828	0	0	0
FBgn0029830	14	1	13
FBgn0029831	5	1	4
FBgn0029833	181	1	180
FBgn0029834	6	0	6
FBgn0029835	0	2	0
FBgn0029843	0	8	3
FBgn0029849	162	3	159
FBgn0003514	1706	8	1698
FBgn0029848	0	0	0
FBgn0040069	0	0	0
FBgn0052751	0	0	0
FBgn0052750	0	0	0
FBgn0026060	2	3	13
FBgn0029840	245	0	265
FBgn0029839	0	0	0
FBgn0029838	1	0	1
FBgn0029837	24	0	24
FBgn0003302	22	1	21
FBgn0029003	823	0	823
FBgn0027546	19	0	19
FBgn0005390	0	0	0
FBgn0029851	0	1	0
FBgn0015818	110	0	110
FBgn0029853	90	8	82
FBgn0028982	779	8	775
FBgn0029857	196	13	214
FBgn0029858	52	2	57
FBgn0029861	139	0	139
FBgn0029863	0	0	0
FBgn0029864	0	0	0
FBgn0029866	8	1	7
FBgn0029867	217	2	256
FBgn0052748	0	0	0
FBgn0029873	141	19	160
FBgn0014031	6	4	2
FBgn0000524	105	1	104
FBgn0014026	14631	6	14627
FBgn0029874	54	24	67
FBgn0003139	171	0	171
FBgn0003655	73	1	72
FBgn0016974	12	3	9
FBgn0029868	255	41	255
FBgn0043796	58	1	57
FBgn0028685	499	18	512
FBgn0026015	172	1	171
FBgn0041250	0	0	0
FBgn0031279	0	1	0
FBgn0051658	64	0	64
FBgn0031282	33	3	39
FBgn0015621	98	0	98
FBgn0010583	513	1	512
FBgn0020545	503	0	503
FBgn0031288	1	0	1
FBgn0031289	13	14	0
FBgn0002936	0	1	3
FBgn0002563	1	1	0
FBgn0046113	0	0	0
FBgn0003916	0	0	0
FBgn0031292	7	4	7
FBgn0020305	244	0	244
FBgn0029095	726	3	724
FBgn0031287	72	0	72
FBgn0020304	1075	0	1282
FBgn0031286	109	4	109
FBgn0031284	108	0	111
FBgn0031283	0	6	0
FBgn0031281	114	13	119
FBgn0000442	0	0	1
FBgn0026438	0	0	0
FBgn0040106	0	0	0
FBgn0004611	344	2	370
FBgn0053127	6	0	6
FBgn0000061	1	0	1
FBgn0003278	538	5	533
