N_unmapped	13867433	13867433	13867433
N_multimapping	0	0	0
N_noFeature	1707905	10660975	1835378
N_ambiguous	530006	8309	285197
FBgn0031081	1128	3	1125
FBgn0052826	5	5	0
FBgn0031085	130	127	3
FBgn0062565	5	0	5
FBgn0031088	0	0	0
FBgn0041626	0	0	0
FBgn0040784	1	0	1
FBgn0031086	4	4	0
FBgn0031082	5	4	1
FBgn0031080	17	0	17
FBgn0052821	0	0	0
FBgn0053217	340	2	338
FBgn0052350	407	24	683
FBgn0024733	6085	27	6058
FBgn0040372	1244	5	1239
FBgn0000316	295	6	311
FBgn0024989	322	3	319
FBgn0040371	11	0	11
FBgn0029521	12	2	10
FBgn0004034	17	0	17
FBgn0000022	3	1	2
FBgn0004170	3	1	2
FBgn0002561	10	1	9
FBgn0000137	18	1	17
FBgn0029522	0	30	12
FBgn0052817	1	6	2
FBgn0029524	3	0	4
FBgn0023536	75	4	96
FBgn0023534	202	1	201
FBgn0023535	17	96	63
FBgn0023537	1033	2	1031
FBgn0029525	319	4	316
FBgn0029523	13	14	48
FBgn0010019	77	0	77
FBgn0011822	5	0	5
FBgn0052816	95	10	85
FBgn0040370	1524	95	1429
FBgn0040373	19	0	19
FBgn0000108	8542	82	8460
FBgn0025640	62	10	60
FBgn0025635	313	49	265
FBgn0001341	126	18	110
FBgn0003575	825	9	816
FBgn0025634	72	1	71
FBgn0025638	320	19	332
FBgn0040383	146	10	149
FBgn0040382	1000	4	996
FBgn0027343	112	0	112
FBgn0025621	296	0	296
FBgn0029535	3	3	0
FBgn0026874	5	0	5
FBgn0025616	1	1	0
FBgn0015799	297	2	295
FBgn0025620	677	14	923
FBgn0015288	1443	7	1438
FBgn0029532	15	14	1
FBgn0029531	20	56	24
FBgn0025639	1114	14	1132
FBgn0002579	1239	4	1236
FBgn0026879	74	0	82
FBgn0029529	26	0	27
FBgn0025633	819	4	815
FBgn0040892	13	13	0
FBgn0040341	27	29	0
FBgn0029539	2	2	0
FBgn0040339	45	0	49
FBgn0052815	273	18	293
FBgn0040340	441	1	440
FBgn0040347	26	28	32
FBgn0042146	2	0	2
FBgn0029552	2	2	0
FBgn0040337	24	1	25
FBgn0040398	2632	3	2629
FBgn0040365	2	0	2
FBgn0040397	929	72	903
FBgn0026143	142	6	138
FBgn0040351	429	6	524
FBgn0040338	0	0	0
FBgn0040350	4	1	3
FBgn0040349	32	0	32
FBgn0040348	114	17	131
FBgn0040346	78	25	91
FBgn0040342	0	0	0
FBgn0040345	10	14	0
FBgn0040343	20	0	20
FBgn0052814	37	2	35
FBgn0040364	173	1	172
FBgn0040362	2	1	1
FBgn0040361	1	1	0
FBgn0040360	19	3	16
FBgn0040359	28	2	26
FBgn0040358	6	0	6
FBgn0029568	0	0	0
FBgn0040357	0	0	0
FBgn0040367	14	5	9
FBgn0025642	6	0	6
FBgn0004650	11	0	11
FBgn0024362	330	7	324
FBgn0024361	18	8	11
FBgn0024364	187	1	187
FBgn0029573	7	0	7
FBgn0024987	513	6	507
FBgn0023169	1333	5	1337
FBgn0052813	574	1	573
FBgn0024985	992	2	990
FBgn0027794	154	0	154
FBgn0027795	12	1	11
FBgn0024986	110	7	112
FBgn0000826	5	4	2
FBgn0024365	310	0	310
FBgn0024360	69	2	69
FBgn0024366	58	1	57
FBgn0025641	694	1	693
FBgn0052811	6	0	6
FBgn0028550	888	43	852
FBgn0026876	35	3	32
FBgn0040366	43	0	43
FBgn0040363	4	1	3
FBgn0040368	0	0	0
FBgn0026872	117	8	112
FBgn0029580	15	11	9
FBgn0025383	2	2	0
FBgn0025381	336	1	335
FBgn0025394	536	14	531
FBgn0000482	152	52	108
FBgn0001189	189	139	189
FBgn0029587	28	289	3
FBgn0024897	38	19	22
FBgn0025391	386	4	382
FBgn0025378	0	0	0
FBgn0023130	106	1	126
FBgn0023530	67	1	68
FBgn0025390	195	22	205
FBgn0025393	0	4	2
FBgn0003517	1526	3	1523
FBgn0044508	0	0	0
FBgn0025382	24	0	24
FBgn0052808	20	18	9
FBgn0027791	53	1	53
FBgn0027793	3	0	3
FBgn0052806	4	4	0
FBgn0026873	18	11	19
FBgn0023513	30	3	32
FBgn0014411	275	12	293
FBgn0023514	176	28	187
FBgn0029594	50	23	61
FBgn0023519	44	8	47
FBgn0023509	148	15	162
FBgn0023510	1943	9	1936
FBgn0023508	232	0	232
FBgn0023522	185	3	191
FBgn0023521	37	1	36
FBgn0025627	43	29	16
FBgn0025630	21	15	28
FBgn0025629	20	8	23
FBgn0025628	596	16	643
FBgn0029596	0	1	0
FBgn0025626	162	4	158
FBgn0025625	522	30	586
FBgn0025631	948	40	908
FBgn0026878	29	13	16
FBgn0000667	845	359	833
FBgn0003964	518	2	517
FBgn0023545	224	2	250
FBgn0023520	37	22	24
FBgn0023512	142	11	147
FBgn0023511	354	21	354
