N_unmapped	18655574	18655574	18655574
N_multimapping	0	0	0
N_noFeature	729844	6684983	862613
N_ambiguous	406089	11694	191897
FBgn0031081	0	0	0
FBgn0052826	3	0	3
FBgn0031085	0	0	0
FBgn0062565	40	0	40
FBgn0031088	0	0	0
FBgn0041626	1	0	1
FBgn0040784	3	0	3
FBgn0031086	14	4	10
FBgn0031082	0	0	0
FBgn0031080	0	0	0
FBgn0052821	0	0	0
FBgn0053217	182	3	179
FBgn0052350	251	8	447
FBgn0024733	10462	47	10415
FBgn0040372	682	5	677
FBgn0000316	230	1	243
FBgn0024989	56	12	58
FBgn0040371	32	0	32
FBgn0029521	40	3	45
FBgn0004034	44	12	32
FBgn0000022	4	4	0
FBgn0004170	10	10	0
FBgn0002561	8	8	0
FBgn0000137	3	0	3
FBgn0029522	0	39	38
FBgn0052817	2	20	4
FBgn0029524	9	4	16
FBgn0023536	56	0	83
FBgn0023534	4	0	4
FBgn0023535	27	18	106
FBgn0023537	906	1	905
FBgn0029525	337	17	327
FBgn0029523	37	52	75
FBgn0010019	176	0	176
FBgn0011822	1	1	0
FBgn0052816	119	16	107
FBgn0040370	196	116	84
FBgn0040373	16	0	16
FBgn0000108	90	51	39
FBgn0025640	116	5	116
FBgn0025635	272	12	261
FBgn0001341	160	27	145
FBgn0003575	512	18	494
FBgn0025634	107	1	106
FBgn0025638	438	13	442
FBgn0040383	160	0	160
FBgn0040382	185	8	177
FBgn0027343	20	3	17
FBgn0025621	288	19	269
FBgn0029535	1	1	0
FBgn0026874	54	0	54
FBgn0025616	5	3	2
FBgn0015799	612	2	610
FBgn0025620	0	0	0
FBgn0015288	4375	13	4363
FBgn0029532	4	4	0
FBgn0029531	0	7	2
FBgn0025639	479	11	485
FBgn0002579	2654	1	2654
FBgn0026879	87	2	90
FBgn0029529	24	0	26
FBgn0025633	1241	3	1241
FBgn0040892	0	0	0
FBgn0040341	2	3	0
FBgn0029539	0	0	0
FBgn0040339	99	1	104
FBgn0052815	41	37	39
FBgn0040340	638	3	635
FBgn0040347	60	19	81
FBgn0042146	2	0	2
FBgn0029552	0	0	0
FBgn0040337	30	0	31
FBgn0040398	523	0	523
FBgn0040365	0	0	0
FBgn0040397	68	14	57
FBgn0026143	151	2	150
FBgn0040351	21	1	25
FBgn0040338	0	0	0
FBgn0040350	6	5	1
FBgn0040349	0	0	0
FBgn0040348	96	42	94
FBgn0040346	185	2	217
FBgn0040342	19	11	9
FBgn0040345	22	28	0
FBgn0040343	0	0	0
FBgn0052814	12	0	12
FBgn0040364	135	5	130
FBgn0040362	0	0	0
FBgn0040361	1	1	0
FBgn0040360	3	2	1
FBgn0040359	2	2	0
FBgn0040358	1	1	0
FBgn0029568	7	7	0
FBgn0040357	5	5	0
FBgn0040367	23	24	0
FBgn0025642	20	0	20
FBgn0004650	8	0	8
FBgn0024362	366	6	360
FBgn0024361	3	2	1
FBgn0024364	356	2	356
FBgn0029573	3	3	0
FBgn0024987	488	3	485
FBgn0023169	804	10	801
FBgn0052813	375	2	373
FBgn0024985	636	4	632
FBgn0027794	228	1	227
FBgn0027795	8	0	8
FBgn0024986	137	12	133
FBgn0000826	10	2	10
FBgn0024365	436	2	434
FBgn0024360	132	5	127
FBgn0024366	2	0	2
FBgn0025641	12	6	6
FBgn0052811	0	0	0
FBgn0028550	288	145	143
FBgn0026876	273	2	271
FBgn0040366	58	0	59
FBgn0040363	2	0	2
FBgn0040368	2	0	2
FBgn0026872	116	3	118
FBgn0029580	11	11	9
FBgn0025383	55	2	53
FBgn0025381	1330	34	1296
FBgn0025394	376	57	366
FBgn0000482	275	69	223
FBgn0001189	279	19	328
FBgn0029587	9	59	5
FBgn0024897	6	6	0
FBgn0025391	0	0	0
FBgn0025378	0	0	0
FBgn0023130	66	1	79
FBgn0023530	198	4	199
FBgn0025390	10	2	17
FBgn0025393	0	7	39
FBgn0003517	4609	17	4593
FBgn0044508	0	0	0
FBgn0025382	49	2	47
FBgn0052808	10	15	9
FBgn0027791	192	15	177
FBgn0027793	33	0	33
FBgn0052806	1	0	1
FBgn0026873	46	10	46
FBgn0023513	108	9	112
FBgn0014411	335	4	349
FBgn0023514	288	46	311
FBgn0029594	64	16	76
FBgn0023519	85	5	85
FBgn0023509	202	29	201
FBgn0023510	1073	12	1061
FBgn0023508	292	0	292
FBgn0023522	318	5	318
FBgn0023521	84	0	84
FBgn0025627	109	94	20
FBgn0025630	146	26	229
FBgn0025629	115	45	104
FBgn0025628	1608	140	1735
FBgn0029596	5	41	6
FBgn0025626	412	3	409
FBgn0025625	100	66	56
FBgn0025631	715	36	679
FBgn0026878	40	11	29
FBgn0000667	350	0	351
FBgn0003964	468	0	468
FBgn0023545	166	1	183
FBgn0023520	75	15	65
FBgn0023512	301	12	310
FBgn0023511	1010	37	989
FBgn0052801	0	6	27
FBgn0023518	376	18	386
FBgn0026088	187	23	232
FBgn0026089	71	22	68
FBgn0023517	195	0	196
FBgn0023516	360	12	371
FBgn0023515	96	2	94
FBgn0028969	2490	10	2480
FBgn0026090	131	0	131
FBgn0029590	2	1	1
FBgn0025624	450	43	519
FBgn0040395	1800	12	1788
FBgn0000382	2219	57	2170
FBgn0023507	106	2	104
FBgn0004654	424	11	443
FBgn0023540	40	1	39
FBgn0025839	71	0	73
FBgn0011576	0	69	32
FBgn0015036	1	63	3
FBgn0003116	82	22	92
FBgn0040899	14	0	14
FBgn0040900	6	4	2
FBgn0024984	57	0	57
FBgn0023549	198	0	239
FBgn0029606	2	0	2
FBgn0003048	1052	7	1050
FBgn0000810	212	73	140
FBgn0023523	8	1	7
FBgn0023527	245	56	266
FBgn0040391	48	38	10
FBgn0053218	25	20	5
FBgn0003079	641	14	627
FBgn0003159	427	21	406
FBgn0040389	107	9	98
FBgn0044047	1519	32	1487
FBgn0040392	30	3	27
FBgn0023526	360	8	352
FBgn0023529	4601	5	4597
FBgn0023528	630	24	688
FBgn0027296	122	1	121
FBgn0023524	15	4	11
FBgn0023525	55	2	53
FBgn0000377	204	2	202
FBgn0001330	179	6	179
FBgn0004397	908	4	904
FBgn0023550	13	9	4
FBgn0029603	1	0	1
FBgn0023542	219	12	239
FBgn0023541	0	51	33
FBgn0005670	0	0	0
FBgn0004655	366	8	358
FBgn0013432	99	26	103
FBgn0004861	234	69	165
FBgn0004860	272	28	252
FBgn0040394	459	80	491
FBgn0040376	3	11	0
FBgn0040066	365	13	352
FBgn0001404	1505	41	1469
FBgn0040336	233	14	251
FBgn0040333	91	40	75
FBgn0040334	856	26	837
FBgn0029629	2403	3	2400
FBgn0011566	96	59	88
FBgn0011606	619	38	585
FBgn0040375	89	7	90
FBgn0040377	31	1	30
FBgn0040388	360	0	365
FBgn0003714	84	0	84
FBgn0001150	3	2	2
FBgn0052797	4	2	2
FBgn0040385	0	0	0
FBgn0003371	2112	41	2071
FBgn0003068	33	2	31
FBgn0024993	126	5	123
FBgn0024996	197	2	197
FBgn0024997	87	26	63
FBgn0024991	135	1	136
FBgn0000928	112	1	111
FBgn0000927	22	18	4
FBgn0000520	104	3	101
FBgn0024975	34	3	36
FBgn0040356	0	0	0
FBgn0003996	7	0	7
FBgn0040384	150	5	145
FBgn0024980	121	8	113
FBgn0000376	166	8	163
FBgn0024973	375	8	369
FBgn0024998	176	1	177
FBgn0024995	8	3	7
FBgn0024994	871	8	865
FBgn0024992	2033	5	2028
FBgn0000092	3	0	3
FBgn0025838	4	1	3
FBgn0011276	1	1	0
FBgn0004647	806	15	793
FBgn0040396	62	0	62
FBgn0000479	943	199	745
FBgn0002933	1	0	1
FBgn0003374	0	0	0
FBgn0029660	77	6	78
FBgn0029662	756	62	694
FBgn0029661	62	61	8
FBgn0029659	46	45	1
FBgn0029658	1	1	0
FBgn0052493	0	0	0
FBgn0029657	121	1689	84
FBgn0029656	7	3	4
FBgn0003086	1	1	0
FBgn0010296	0	0	0
FBgn0010295	0	0	0
FBgn0010294	0	0	0
FBgn0040393	0	0	0
FBgn0000644	3	0	3
FBgn0028746	80	1	81
FBgn0040355	2	0	2
FBgn0052793	0	0	0
FBgn0029642	0	0	0
FBgn0025645	0	0	0
FBgn0029643	0	0	0
FBgn0029644	0	0	0
FBgn0029645	0	0	0
FBgn0029646	0	0	0
FBgn0029647	0	0	0
FBgn0029648	17	0	17
FBgn0028369	1269	8	1261
FBgn0029649	0	0	0
FBgn0003285	18	1	17
FBgn0025644	0	0	0
FBgn0029639	60	56	4
FBgn0040354	0	0	0
FBgn0040353	0	0	0
FBgn0040352	0	0	0
FBgn0029664	535	1	539
FBgn0029666	775	5	771
FBgn0029669	5	1	6
FBgn0052792	13	30	4
FBgn0044046	1	8	0
FBgn0023215	1301	23	1279
FBgn0015286	717	15	702
FBgn0023216	365	2	370
FBgn0029672	71	2	85
FBgn0052791	267	63	206
FBgn0029667	34	34	0
FBgn0029665	75	20	60
FBgn0029663	139	137	2
FBgn0052785	0	0	0
FBgn0025118	0	0	0
FBgn0028491	384	104	345
FBgn0029681	4	2	2
FBgn0029686	63	1	62
FBgn0052786	0	0	0
FBgn0052783	2	0	2
FBgn0029687	2998	28	2973
FBgn0029690	0	0	0
FBgn0029689	370	4	366
FBgn0029688	1451	5	1449
FBgn0029685	716	9	707
FBgn0019661	123	21	120
FBgn0029694	1	2	1
FBgn0000221	86	1	85
FBgn0026084	1096	21	1076
FBgn0026085	42	12	55
FBgn0026083	1625	23	1670
FBgn0066114	448	5	444
FBgn0029697	3	3	0
FBgn0029701	1	1	0
FBgn0029702	7	7	0
FBgn0029706	483	5	546
FBgn0029707	0	0	0
FBgn0029705	17	13	4
FBgn0040907	25	0	26
FBgn0002707	102	0	104
