N_unmapped	19203638	19203638	19203638
N_multimapping	0	0	0
N_noFeature	240800	3933391	271304
N_ambiguous	236409	4165	142273
FBgn0031081	0	0	0
FBgn0052826	0	0	0
FBgn0031085	0	0	0
FBgn0062565	24	0	24
FBgn0031088	0	0	0
FBgn0041626	0	0	0
FBgn0040784	0	0	0
FBgn0031086	9	1	8
FBgn0031082	0	0	0
FBgn0031080	0	0	0
FBgn0052821	0	0	0
FBgn0053217	149	0	149
FBgn0052350	181	4	295
FBgn0024733	7229	15	7214
FBgn0040372	367	1	366
FBgn0000316	266	1	277
FBgn0024989	17	5	13
FBgn0040371	9	0	9
FBgn0029521	14	2	15
FBgn0004034	11	8	3
FBgn0000022	5	5	0
FBgn0004170	4	4	0
FBgn0002561	5	5	0
FBgn0000137	1	1	0
FBgn0029522	0	20	37
FBgn0052817	0	11	1
FBgn0029524	6	0	7
FBgn0023536	50	0	60
FBgn0023534	0	0	0
FBgn0023535	15	5	102
FBgn0023537	708	0	708
FBgn0029525	326	5	322
FBgn0029523	8	37	34
FBgn0010019	63	0	63
FBgn0011822	1	1	0
FBgn0052816	42	3	40
FBgn0040370	30	18	14
FBgn0040373	58	1	57
FBgn0000108	4	0	4
FBgn0025640	103	7	106
FBgn0025635	66	7	59
FBgn0001341	378	23	362
FBgn0003575	306	1	305
FBgn0025634	77	0	77
FBgn0025638	277	12	283
FBgn0040383	56	0	56
FBgn0040382	149	2	147
FBgn0027343	5	0	5
FBgn0025621	180	2	178
FBgn0029535	1	1	0
FBgn0026874	9	0	9
FBgn0025616	0	0	0
FBgn0015799	463	1	462
FBgn0025620	0	0	0
FBgn0015288	1903	3	1900
FBgn0029532	1	1	0
FBgn0029531	0	6	0
FBgn0025639	317	7	328
FBgn0002579	1717	1	1716
FBgn0026879	55	3	63
FBgn0029529	21	0	22
FBgn0025633	449	1	448
FBgn0040892	0	0	0
FBgn0040341	1	1	0
FBgn0029539	0	0	0
FBgn0040339	64	0	67
FBgn0052815	15	10	15
FBgn0040340	851	0	851
FBgn0040347	38	13	60
FBgn0042146	0	0	0
FBgn0029552	0	0	0
FBgn0040337	58	0	58
FBgn0040398	128	0	128
FBgn0040365	0	0	0
FBgn0040397	5	5	0
FBgn0026143	125	1	124
FBgn0040351	4	0	6
FBgn0040338	0	0	0
FBgn0040350	0	0	0
FBgn0040349	0	0	0
FBgn0040348	51	32	54
FBgn0040346	86	0	96
FBgn0040342	6	1	5
FBgn0040345	3	6	0
FBgn0040343	1	0	1
FBgn0052814	3	0	3
FBgn0040364	6	0	6
FBgn0040362	0	0	0
FBgn0040361	0	0	0
FBgn0040360	0	0	0
FBgn0040359	2	2	0
FBgn0040358	1	1	0
FBgn0029568	3	3	0
FBgn0040357	0	0	0
FBgn0040367	6	5	1
FBgn0025642	14	0	14
FBgn0004650	1	1	0
FBgn0024362	213	1	212
FBgn0024361	3	1	2
FBgn0024364	141	0	143
FBgn0029573	4	1	3
FBgn0024987	501	3	498
FBgn0023169	466	9	464
FBgn0052813	45	1	44
FBgn0024985	289	0	289
FBgn0027794	154	0	154
FBgn0027795	10	0	10
FBgn0024986	92	2	97
FBgn0000826	14	0	14
FBgn0024365	524	3	523
FBgn0024360	74	1	73
FBgn0024366	0	0	0
FBgn0025641	12	2	10
FBgn0052811	0	0	0
FBgn0028550	70	29	41
FBgn0026876	173	0	173
FBgn0040366	40	1	39
FBgn0040363	0	0	0
FBgn0040368	0	0	0
FBgn0026872	67	2	66
FBgn0029580	6	5	3
FBgn0025383	7	0	7
FBgn0025381	556	4	552
FBgn0025394	284	16	282
FBgn0000482	178	17	164
FBgn0001189	146	0	158
FBgn0029587	3	11	0
FBgn0024897	6	5	1
FBgn0025391	0	0	0
FBgn0025378	0	0	0
FBgn0023130	45	0	51
FBgn0023530	47	0	47
FBgn0025390	7	1	8
FBgn0025393	0	1	13
FBgn0003517	6513	3	6510
FBgn0044508	0	0	0
FBgn0025382	40	0	40
FBgn0052808	10	7	6
FBgn0027791	113	2	111
FBgn0027793	3	0	3
FBgn0052806	0	0	0
FBgn0026873	87	2	91
FBgn0023513	214	9	220
FBgn0014411	375	2	390
FBgn0023514	235	11	243
FBgn0029594	60	13	76
FBgn0023519	128	5	130
FBgn0023509	188	13	192
FBgn0023510	410	1	412
FBgn0023508	227	0	227
FBgn0023522	189	1	190
FBgn0023521	12	0	12
FBgn0025627	49	41	8
FBgn0025630	69	18	99
FBgn0025629	103	15	108
FBgn0025628	968	72	1021
FBgn0029596	5	31	0
FBgn0025626	379	5	374
FBgn0025625	16	11	9
FBgn0025631	231	8	223
FBgn0026878	8	7	1
FBgn0000667	264	0	267
FBgn0003964	210	0	210
FBgn0023545	147	0	152
FBgn0023520	58	2	58
